|------
|NOME|CNPJ|SITE|EMAIL|DDD TELEFONE|TELEFONE|DDD CELULAR|CELULAR
|OFICINA SIGN COMUNICAÇÃO VISUAL E SINALIZAÇÃO LTDA ME|10865050000195|NULL|marcia@oficinasign.com.br|11|50933431|NULL|NULL
|JUCILENE MARIA DA SILVA - ME|97545563000105|NULL|omega.transformadores@hotmail.com|11|44481056|NULL|NULL
|RENTAL STAGE EQUIPAMENTOS E LOC. DE BENS LTDA|05199254000102|NULL|adm@rentalstage.com.br|NULL|NULL|NULL|NULL
|ACC ALBUQUERQUE - EPP|11620559000130|NULL|accalbuquerque@scholas.com.br|NULL|NULL|NULL|NULL
|Adriano Santos|22222222222259|NULL|helder@wave.com.br|NULL|NULL|NULL|NULL
|POSTO DE SERVIÇOS NATALIA LTDA|06124220000103|NULL|natalia@silverio.com.br|11|21433811|NULL|NULL
|W Amalia Comercio de Moveis Ltda|11497160000104|NULL|waldir@wamalia.com.br|11|38713359|NULL|NULL
|Torrencci Industria e Comércio de Peças e Moldes Ltda|11866601000106|NULL|nfe@torrencci.com.br|11|23738249|NULL|NULL
|Nova Aliança Comercio de Persiana Ltda ME|00802299000106|NULL|alexandre@persianaspontual.com.br|11|41875809|NULL|NULL
|Intercont Empresarial|01436902000138|NULL|intercont.ass@terra.com.br|NULL|NULL|NULL|NULL
|TIAGO ZANDARIM ME|12054719000194|NULL|azmusical@hotmail.com|11|40630131|NULL|NULL
|jurandir reis paraguassu me|57784274000136|NULL|maplimpeza@hotmail.com|11|58513888|NULL|NULL
|DALMASSO LOGISTICA INTEGRADA LTDA|13071706000196|NULL|rodrigues.dalmasso@gmail.com|11|47051106|NULL|NULL
|Comércio de Bebidas Ltda|04225717000192|NULL|rodrigo@yahoo.com|11|79787878|NULL|NULL
|TONNET CONFECCAO E COMERCIO DE ROUPAS LTDAEPP|14030964000197|NULL|contato@tonnet.com.br|NULL|NULL|NULL|NULL
|SUBLIMAR PRODUTOS LIOFILIZADOS LTDA ME|13407194000196|NULL|sublimarproduto@uol.com.br|15|32591196|NULL|NULL
|FILTROS B.R. LTDA.|71612295000103|NULL|dionisio_filtros@hotmail.com.br|11|41641189|NULL|NULL
|Lapfaz Conservas Ltda ME|02278165000155|NULL|sandra@churrashow.com.br|11|38581313|NULL|NULL
|ALLUMI GLASS COMERCIO DE ALUMINIO LTDA - EPP|00443647000198|NULL|francileide.souza@bol.com.br|11|41681249|NULL|NULL
|ALLUMI GLASS ALUMINIO E VIDROS LTDA - ME|12009103000100|NULL|fran@allumiglass.com.br|11|71939874|NULL|NULL
|CENTRO AUTOMOTIVO CART LTDA|59581371000157|NULL|nfe@cart.com.br|11|50605555|NULL|NULL
|ARILTON AUGUSTO RIBEIRO JUNIOR - ME|03099962000138|NULL|fort.castelo@terra.com.br|11|41882468|NULL|NULL
|AQUARUM COMERCIO DE MATERIAIS PARA CONSTRUÇÕES LTDA ME|00007900000160|NULL|aquarum.deposito@terra.com.br|11|39749244|NULL|NULL
|Fantasia Franchising Ltda EPP|13331920000134|NULL|leandro@topsim.com.br|11|37429966|NULL|NULL
|MR. Arte Metal Ltda ME|14077359000171|NULL|lalizinha2009@hotmail.com|11|27293849|NULL|NULL
|Yrev Boutique Ltda|10251313000176|NULL|yrevboutique@gmail.com|11|58390591|NULL|NULL
|XTRON COM. E SERV. DE EQUIP. ELETRÔNICOS LTDA|08144473000174|NULL|nfe@xtron.com.br|11|20661300|NULL|NULL
|Wave Solutions|87157716000185|NULL|samuel.silva@wavesolutions.com.br|NULL|NULL|NULL|NULL
|LUIZ VIEIRA DA SILVA BIJOUTERIAS - ME|05531825000156|NULL|fiscal@fharos.com.br|11|32241774|NULL|NULL
|SERRALGODAO COM IND LTDA|61081170000132|NULL|rhamilton@serralgodao.com.br|NULL|NULL|NULL|NULL
|ECOEQUILIBRIO COMERCIAL LTDA ME|02090620000194|NULL|ecoequilibrio@terra.com.br|11|58915040|NULL|NULL
|TIM LADEIRA INDUSTRIA E COMERCIO DE PLASTICO LTDA EPP|02518715000166|NULL|tim.ladeira@terra.com.br|11|58197253|NULL|NULL
|JELUZ COMERCIO DE PLASTICOS LTDA ME|10668245000145|NULL|antonia@higibelle.com.br|11|58124327|NULL|NULL
|JOSE ARAUJO DA SILVA DECORACOES - ME|12807506000196|NULL|nfe@xmlcontabil.com.br|11|20382310|NULL|NULL
|FRELANZZA COMERCIAL LTDA|49822844000107|NULL|faturamento@frelanzza.com.br|11|47530497|NULL|NULL
|CHAQUER CAMA, MESA E BANHO LTDA.|08242021000125|NULL|faturamento@chaquer.com.br|11|37915458|NULL|NULL
|Brapek Industria e Comercio de Moto Peças Ltda ME|13596670000164|NULL|brapek@hotmail.com|NULL|NULL|NULL|NULL
|Caroline Bastiani Marrul ME|14219676000185|NULL|contato@marnet.com.br|11|23597607|NULL|NULL
|Douglas dos Santos Pelisser Molas ME|06345861000198|NULL|mgo_molas@hotmail.com|11|27471656|NULL|NULL
|SUPER VISÃO COMÉRCIO DE PORTAS AUTOMÁTICAS LTDA EPP|03910532000154|NULL|marasv@superig.com.br|11|29191318|NULL|NULL
|Ducéu SP Comércio Atacadista de Pães LTDA EPP|09197557000139|NULL|paodocelso@hotmail.com|11|37217366|NULL|NULL
|Get Serviços de Impr. e Acab. Gráficos Ltda|04007656000197|NULL|mara@get-impressos.com.br|11|35788800|NULL|NULL
|DEP INDUSTRIA E COMÉRCIO DE COSMÉTICOS LTDA|08599245000199|NULL|dep@dep.om.br|NULL|NULL|NULL|NULL
|Nazareth Embalagens Ltda|61279089000161|NULL|edallal@nazarethembalagens.com.br|11|44466044|NULL|NULL
|Conduvox Telemática Ltda|57045973000164|NULL|michelle@conduvox.com.br|11|50704110|NULL|NULL
|Costa &amp; Figueiredo Comercio de Calçados Ltda EPP|03721433000124|NULL|paulafigcosta@bol.com.br|17|33231653|NULL|NULL
|Tostes e Silva Transportes Ltda EPP|68116706000157|NULL|tostesesilva@terra.com.br|11|38653828|NULL|NULL
|Mastervox Tecnologia em Sistemas Ltda EPP|00810338000109|NULL|michelle@conduvox.com.br|11|50704110|NULL|NULL
|Embalagens Redan Ltda|43809524000130|NULL|cart.redan@uol.com.br|11|50628044|NULL|NULL
|Ideatex Industria e Comércio Ltda|61067872000161|NULL|ideatex2@terra.com.br|11|46110133|NULL|NULL
|Nazareth Indústria e Comercio de Papel e Papelão Ltda|56942055000175|NULL|roberto@nazareth.com.br|11|20686655|NULL|NULL
|EMC Comercio de Produtos Alimentícios Ltda-ME|04025697000106|NULL|conticamargo@uol.com.br|11|32294107|NULL|NULL
|Celtra Brasil Ltda|04402197000146|NULL|marina@celtabrasil.com.br|11|38751002|NULL|NULL
|ACFC4 Aquecedores Ltda EPP|04912789000108|NULL|arnaldoatc@yahoo.com.br|11|55871874|NULL|NULL
|AGG Trans Express Ltda EPP|05427092000104|NULL|anderson@aggtrans-express.com.br|11|23512144|NULL|NULL
|Jetec Serviços de Instalação e Comercio Ltda-EPP|08646723000174|NULL|marcio.quaglio@jetecserv.com.br|11|23346456|NULL|NULL
|Clayde Bertolino ME|07450385000138|NULL|berto@uol.com.br|11|50738682|NULL|NULL
|Nazareth Artefatos de Papelão Indústria e Comercio Ltda-EPP|07442077000160|NULL|roberto@nazareth.com.br|11|20686655|NULL|NULL
|Jetco Comercio de Artigos Esportivos Ltda|05523508000198|NULL|karen@jetcobrasil.com.br|11|50429977|NULL|NULL
|NewPhar Importação e Comércio Ltda|59653261000153|NULL|jngollo@newphar.com.br|11|51840302|NULL|NULL
|Alexandre de Oliveira Fabbri ME|06889149000150|NULL|a.fabbri@uol.com.br|11|99535300|NULL|NULL
|Sílica e Arte vidros, Quadros e molduras ltda ME|09000785000177|NULL|iracema@rifs.com.br|11|30620961|NULL|NULL
|TWS Automation do Brasil Equipamentos Eletrônicos Ltda|09413497000144|NULL|leandro@consulte.srv.br|54|30226900|NULL|NULL
|PB Pinto &amp; Benichio Comercial Ltda ME|09474876000144|NULLoriochurrasqueiro@yahoo.com.br|11|28977591|NULL|NULL
|Pinots Segurança Eletrônica Ltda ME|10309746000135|NULL|comercial@pinots.com.br|11|23849317|NULL|NULL
|Depanho Comércio de Artigos Téxteis Ltda|10520960000136|NULL|roberto@ancomex.com.br|11|50960274|NULL|NULL
|Agitec Industria e comércio Ltda EPP|54377064000135|NULL|comercial@agitecgalvano.com.br|11|34593700|NULL|NULL
|Tipografia Comunicação Visual Ltda ME|10589629000172|NULL|leonardo@tipografiavisual.com.br|11|56797151|NULL|NULL
|RXM Importação e Exportação Ltda|10996444000182|NULL|raphael@rxmfood.com|11|42082918|NULL|NULL
|Formait Comércio e Serviços de Móveis e Acabamentos Ltda EPP|02227758000192|NULL|ivomatsushige@ig.com.br|11|99343032|NULL|NULL
|RHV Comércio de Presentes e serviços Ltda ME|11998141000161|NULL|rosa@marketise.com.br|11|26131117|NULL|NULL
|Senhora Redonda Pizzaria ltda ME|11014063000113|NULL|roberto-orosco@hotmail.com|11|96113975|NULL|NULL
|Bertacchi &amp; Cologni Restaurantes Ltda EPP|11984525000125|NULL|mfb.guga@uol.com.br|11|88676289|NULL|NULL
|BGL Bar e Restaurantes Ltda ME|10666320000139|NULL|contato@terracomajor.com.br|11|55392200|NULL|NULL
|I Colori Comunicação Visual Ltda ME|05823352000160|NULL|gina@casamento.art.br|11|31051634|NULL|NULL
|Lord Atacadista de Alimentos Ltda|11582010000280|NULL|claudia@pampameat.com|51|33372900|NULL|NULL
|Get Up Comércio de Roupas e Acessórios Ltda EPP|12918319000180|NULL|luis@aglconsulting.com.br|11|38537500|NULL|NULL
|Jack barmak Presentes Ltda EPP|07262221000187|NULL|daniel@jackbarmak.com.br|11|23646418|NULL|NULL
|Baroni &amp; Mamprin Comércio de Calçados Ltda Epp|12880615000139|NULL|bellissimapinheiros@gmail.com|11|30320848|NULL|NULL
|I C Alonso ME|13289099000135|NULL|limpalonso@gmail.com|11|22733858|NULL|NULL
|Rede Donna Acessórios de Moda Ltda Epp|13296442000179|NULL|crbrasil@crbrasil.net|11|75319488|NULL|NULL
|Prosperitá Comércio de Calçados e Ornamentos Ltda|13362002000172|NULL|roberta.julio.ferreira@uol.com.br|11|30343110|NULL|NULL
|Lennz Comercio e Manutenção Ltda ME|04519918000100|NULL|comercial@lennz.com.br|11|23515298|NULL|NULL
|Scava Comercio de Auto Peças Ltda|43299155000183|NULL|scavascania@terra.com.br|11|26937249|NULL|NULL
|APLITEC DIVISÓRIAS FORROS E PERFIS LTDA ME|04185494000187|NULL|analista@aplitecdivisorias.com.br|NULL|NULL|NULL|NULL
|Reginaldo Pereira da Silva Decorações ME|06280769000197|NULL|tainatelas@hotmail.com|11|20162683|NULL|NULL
|SUSTEGE EQUIPAMENTOS E MATERIAIS P/ LIMPEZA LTDA.|13259546000103|NULL|comercial1@sustege.com.br|11|23383273|NULL|NULL
|Harmonica Comercio de Alimentos Ltda|11606325000139|NULL|fiscal@contabiltres.com.br|11|23870019|NULL|NULL
|Panificadora Cidade Universitária EPP|60820909000118|NULL|panciduni@hotmail.com|11|37263704|NULL|NULL
|Indústria de Biscoitos Nagahama Ltda EPP|61563003000128|NULL|biscoitosnagahama@ig.com.br|11|22950120|NULL|NULL
|CBC Flex Comercio de Adesivos Ltda ME|12838333000173|NULL|fiscal@contabiltres.com.br|11|77519490|NULL|NULL
|Camerro e Kawasaki PC. AC. TD CT. Lum. Ltda|05349302000193|NULL|luckpecas@hotmail.com|11|20910631|NULL|NULL
|Remar Casa de Ferragens Ltda EPP|03635743000126|NULL|fiscal@contabiltres.com.br|11|56246965|NULL|NULL
|Transmaq Constr. Terraplanagem e Transporte Ltda|07413939000127|NULL|fiscal@contabiltres.com.br|11|37090956|NULL|NULL
|Choperia Ponto Chic Ltda EPP|49940752000121|NULL|fiscal@contabiltres.com.br|11|38258333|NULL|NULL
|J M RESISTENCIAS LTDA ME |04009611000151|NULL|claudete.financeiro@jmresistencias.com.br|11|26815511|NULL|NULL
|TECNOCON COM DE HID. PNEUMATICA LTDA|67114629000133|NULL|nfetecnocon@tecnoconhp.com.br|11|49728344|NULL|NULL
|TECNOCON HID. E PNEUMATICA LTDA|67114629000214|NULL|nfetecnocon@tecnoconhp.com.br|11|39445237|NULL|NULL
|ETELEC DO BRASIL IMPORT.E EXPORT. DE MAT. ELETRICOS LTDA|08625146000134|NULL|regiane@etelecbrasil.com.br|11|23248805|NULL|NULL
|Gigamax Materiais Elétricos Ltda ME|11679622000104|NULL|alessandrah12@uol.com.br|11|77878760|NULL|NULL
|Optica Mara Ltda ME|01225183000106|NULL|oticalavras@gmail.com|11|41644091|NULL|NULL
|Optica Lisbel Ltda Me|08181843000143|NULL|oticalavras@gmail.com|11|41835756|NULL|NULL
|PRODUTIVA ESTEIRAS TRANSPORTADORAS LTDA EPP|14251651000169|NULL|decio@produtivaesteiras.com.br|11|26095063|NULL|NULL
|Lest Industria e Comércio de Conexões Ltda ME|08748011000166|NULL|nova-cont@uol.com.br|11|20244722|NULL|NULL
|LEVTRADE COMERCIAL IMPORTADORA E EXPORTADORA LTDA.|13590415000104|NULL|administrativo@levtrade.com.br|11|50617884|NULL|NULL
|Nathalia dos Santos Cancellara Tapecaria|14193612000152|NULL|ajcancellara@terra.com.br|11|38517241|NULL|NULL
|NEWMOLD IND. e COM. de MOLDES LTDA|02244062000174|NULL|newmold@newmold.com.br|11|40542332|NULL|NULL
|OSMAR LOURENCO DE ABREU ME|44782332000140|NULL|ronaldo-abrel@ibest.com.br|11|37963619|NULL|NULL
|R&amp;D CASEADOS E BOTÕES LTDA|08210610000121|NULL|rodrigovmatos@ig.com.br|11|26947149|NULL|NULL
|Noe Fernandes de Lima ME|06003709000127|NULL|noe4031@terra.com.br|11|26315194|NULL|NULL
|ITAQUA IND. E COM. DE SUPRIMENTOS GRÁFICOS LTDA|11061886000108|NULL|faturamento@suprimentositagua.com.br|11|46432944|NULL|NULL
|ARUJÁ PETRÓLEO LTDA|06053385000131|NULL|sandra@arujapetroleo.com.br|11|46520043|NULL|NULL
|MS SUL ART. VEST. DESCARTAVEL LTDA EPP|09147214000160|NULL|rosiani@mssul.com.br|11|56686649|NULL|NULL
|CULTURA CAD MANUTENÇÃO DE EQUIP. ELETRÔNICOS LTDA ME|07577535000179|NULL|nfe@culturacad.com.br|NULL|NULL|NULL|NULL
|DOCEIRA BEIJINHO DOCE LTDA|44942670000100|NULL|pedidos@beijinhodoce.combr|11|32559126|NULL|NULL
|MARIVALDA FERREIRA DE ANDRADE ME|08317041000118|NULL|jorge.lfandrade@gmail.com|11|22180863|NULL|NULL
|BEEP TURBO AUTOMOTIVO LTDA|00398695000101|NULL|rosi.adm@beepturbo.com.br|NULL|NULL|NULL|NULL
|ALUCOTEX COM. DE REVESTIMENTOS E ACESSORIOS LTDA EPP|07669538000132|NULL|raphaela@alucotex.com.br|11|20628355|NULL|NULL
|IPB2 PLASTICOS LTDA EPP|08648972000107|NULL|compostosipb2@ipb2.com.br|11|42087510|NULL|NULL
|ALPHA POLIMEROS COMERCIO LTDA ME|12167024000119|NULL|marceloanneto@hotmail.com|11|46481729|NULL|NULL
|XPONENCIAL COMUNICACOES E INFORMATICA LTDA - ME|14314385000176|NULL|nmccorrea@gmail.com|11|NULL|NULL|NULL
|COMERCIAL DEMOLIDORA SÃO BENTO LTDA|55827604000106|NULL|contato@demolidorasaobento.com.br|11|37911006|NULL|NULL
|LEAL CONSTRUÇÕES E PINTURA LTDA|06306430000112|NULL|comercial@lealpinturas.com.br|11|35882010|NULL|NULL
|PARDINI COMERCIAL LTDA EPP|68054576000175|NULL|pardinicomercial@ig.com.br|11|29115752|NULL|NULL
|ACQUASULY PISCINAS AQUECEDORES E HIDRAULICA LTDA ME|11774787000165|NULL|acquasuly@acquasuly.com.br|11|28670374|NULL|NULL
|CRM CARROCERIAS|11939452000150|NULL|crmcarrocerias@gmail.com|11|27244502|NULL|NULL
|WATER CLEAN INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA|14234847000145|NULL|financeiro.waterclean@gmail.com|11|38679259|NULL|NULL
|CCP dos Santos - Pallets - ME|11928047000136|NULL|financeiro@woodpallet.com.br|11|28159011|NULL|NULL
|MOINHO PACÍFICO IND. E COM. LTDA|60854189000292|NULL|alexrosadesouza@gmail.com|13|32275988|NULL|NULL
|FLATEX ACESSÓRIOS TEXTEIS LTDA|00840032000103|NULL|flatex@flatexsp.com.br|11|23410108|NULL|NULL
|RGOLDEN COMERCIO DE FERRAMENTAS E TREINAMENTO EM  MANUTENCAO|12689413000104|NULL|rrgolden@hotmail.com|11|21431563|NULL|NULL
|PASP COMERCIO E REPRESENTACAO LTDA|61758496000151|NULL|mnn@pasp.com.br|11|37435546|NULL|NULL
|JONG HYUN WOO MODAS ME|09349768000140|NULL|unosclub@yahoo.com.br|11|33331398|NULL|NULL
| ICE TRANS REFRIGERACAO LTDA ME|13470545000103|NULL|icerefrigeracao@gmail.com|11|26366563|NULL|NULL
|SERGIO POZELLI ME|05053633000181|NULL|josecarlos@sergiopozelli.com.br|11|38311205|NULL|NULL
|DISTRIBUIDORA SERRADURA DE PRODUTOS ALIMENTICIOS LTDA|11054453000117|NULL|cesar_serradura@terra.com.br|11|44133458|NULL|NULL
|MEC-Q COMÉRCIO E SERVIÇOS DE METROLOGIA INDUSTRIAL LTDA|96513486000130|NULL|nfe.sa@mecq.com.br|11|34638211|NULL|NULL
|ANGELINA MARIA CAMARGO DA SILVA NASCIMENTO ME|05299370000195|NULL|lina_yago@hotmail.com|11|41892260|NULL|NULL
|BKM MONTAGENS ELETRICAS LTDA|02136768000112|NULL|bkm@bkmmontagens.com.br|11|39723516|NULL|NULL
|ANDREA CASTANHEIRA CAMARGO MOTTA ELETROMECANICA EPP|12449355000141|NULL|comercial@essencialmec.com.br|11|38959000|NULL|NULL
|CERRETTI COMERCIO DE FERRO E AÇO OXICORTE LTDA|07692774000170|NULL|vendas@cerretti.com.br|11|27257578|NULL|NULL
|GABRIEL PONTES DA SILVA 10580970671|12809223000183|NULL|mpontesbt@gmail.com|11|33318553|NULL|NULL
|FLUKKA - FARMACIA DE MANIPULAÇÃO LTDA|10450805000190|NULL|expedicao@flukka.com.br|11|41219849|NULL|NULL
|OCTA LAB FARMACIA DE MANIPULACAO EIRELI - EPP|04943149000165|NULL|financeiro@octalab.com.br|11|44691818|NULL|NULL
|Inter Pool Comercio de Piscinas e Equipamentos LTDA-ME|06940162000196|NULL|interpool@interpool.com.br|11|34020050|NULL|NULL
|JRTECH INFORMATICA LTDA ME|12889702000157|NULL|edsonjunior@jrtech.com.br|11|22071444|NULL|NULL
|JOTECH SUPRIMENTOS DE INFORMATICA ME|14715604000129|NULL|jose.suprimentos@hotmail.com|11|56262378|NULL|NULL
|FELIZ IDADE COMERCIO DE ROUPAS LTDA|10965656000100|NULL|feliz_idade209@hotmail.com|11|47445009|NULL|NULL
|BRAS NIPO COM DE ROUPAS LTDA ME|43514769000130|NULL|bras_nipo@hotmail.com|11|20370821|NULL|NULL
|ADEGA TAYLOR LTDA ME|10676053000180|NULL|contabilferreira@ig.com.br|11|22720045|NULL|NULL
|HR EQUIPAMENTOS AUTOMOTIVOS LTDA ME|14312311000109|NULL|hrvirtualautopecas@yahoo.com.br|11|97015588|NULL|NULL
|ART-FLORA NOSSA SENHORA DA PENHA LTD EPP|01293300000179|NULL|flores@art-florapenha.com.br|11|20978875|NULL|NULL
|DSM 3 COMÉRCIO DE MODAS LTDA ME|02815834000180|NULL|dsmmiotto@gmail.com|11|39010730|NULL|NULL
|Ricardo Zanotelli de Freitas ME|02926120000140|NULL|italineaitu@hotmail.com|11|40135486|NULL|NULL
|MEC-Q COMÉRCIO E SERVIÇOS DE METROLOGIA INDUSTRIAL LTDA|96513486000211|NULL|adriana.ta@mecq.com.br|NULL|NULL|NULL|NULL
|MEC-Q COMÉRCIO E CALIBRAÇÕES INDUSTRIAIS LTDA|03695128000105|NULL|nfe.so@mecq.com.br|15|32284099|NULL|NULL
| MEC-Q COMÉRCIO E SERVIÇOS DE METROLOGIA INDUSTRIAL LTDA|96513486000483|NULL|fabio.rj@mecq.com.br|24|22449539|NULL|NULL
|MEC-Q METROLOGIA E COMÉRCIO DE INSTRUMENTOS LTDA |05623036000145|NULL|monica.mg@mecq.com.br|31|35311215|NULL|NULL
|HEIV MODAS LTDA|62063979000102|NULL|heivmodas@terra.com.br|NULL|NULL|NULL|NULL
|MEC-Q SOLUÇÕES DE METROLOGIA INDUSTRIAL LTDA|04473632000123|NULL|nfe.ba@mecq.com.br|71|36276141|NULL|NULL
|CASA DE CARNES ASM LTDA|00363037000184|NULL|boidopovo@terra.com.br|11|20520086|NULL|NULL
|Femina Comércio e Repres. LTDA|75533968002126|NULL|femina@linhalivre.net|48|32236699|NULL|NULL
|EXPLOSÃO DISTRIBUIDORA DE AUTO PEÇAS LTDA|01583441000126|NULL|explosao97@yahoo.com.br|11|29589040|NULL|NULL
|VIP INDUSTRIA E COMERCIO DE CAIXAS E PAPELÃO ONDULADO LTDA|96198239000430|NULL|email@trocar.com.br|19|21022936|NULL|NULL
|VIP INDUSTRIA E COMERCIO DE CAIXAS E PAPELÃO ONDULADO LTD|96198239000278|NULL|email@trocar.com.br|NULL|NULL|NULL|NULL
|FASE FERRAMENTARIA INDUSTRIA E COMÉRCIO LTDA ME|01164194000123|NULL|elaine@faseplasticos.com.br|11|27269540|NULL|NULL
|ALCIDES APARECIDO SCALSO ME|06055039000192|NULL|nfe@starmec.ind.br|11|39030726|NULL|NULL
|FAST TECH|03294430000151|NULL|jenneffer@fasttech.com.br|NULL|NULL|NULL|NULL
|KATSUAKI KONDO|62480389000177|NULL|marcos.kondo@terra.com.br|11|38138025|NULL|NULL
|ALLP COMERCIO DE FOTOS, OBRAS DE ARTE E SERVICOS LTDA ME|14296010000120|NULL|luizporchat@escritoriodefotografias.com|NULL|NULL|NULL|NULL
|CASA DE CARNES A S M LT|00363037000265|NULL|boidopovo@terra.com.br|11|26742020|NULL|NULL
|ARCOTEX COM DE DIVISORIAS E FORROS LTDA|67642504000186|NULL|contato@arcotex.com.br|11|36737033|NULL|NULL
|PR MARQUES COMERCIO DE ALIMENTOS E BEBIDAS - EPP|14555646000140|NULL|paulomarques@supremevintage.com.br|11|55418020|NULL|NULL
|BRUNA DIAS SARMENTO - ME|14755500000148|NULL|contabilidade@hilariocorrea.com.br|11|29435762|NULL|NULL
|Aglon Comercio e Representação Ltda|65817900000171|NULL|trocar@email.com.br|NULL|NULL|NULL|NULL
|ZELIA MARIA VIEIRA ME|13072837000198|NULL|contato@embalagensmz.com.br|11|25549144|NULL|NULL
|PORTAL COM. IMPORTACAO E EXPORTACAO DE PROD. QUIMICOS LTDA|52460334000141|NULL|portalquim@uol.com.br|11|26045674|NULL|NULL
|ANHAIA MOVEIS PARA ESCRITÓRIO LTDA ME|03024787000110|NULL|anhaiamoveis@globo.com|11|20632551|NULL|NULL
|DDS INDUSTRIA LTDA EPP|12784057000108|NULL|nfe@dds.ind.br|11|49411944|NULL|NULL
|DO ALL INDUSTRIA PROTOTIPOS E MODELOS LTDA|00813348000106|NULL|thamires@dds.ind.br|11|41246699|NULL|NULL
|SS DA SILVA PIERINI EQUIPAMENTOS PARA SEGURANÇA ME|09285729000126|NULL|geocentral@outlook.com.br|11|38955692|NULL|NULL
|Danubio Azul|90165581000104|NULL|ciro_1411@hotmail.com|NULL|NULL|NULL|NULL
|DE PAULA E GIOVE ASS. EMPRESARIAL|07861028000162|NULL|marta@dpeg.com.br|NULL|NULL|NULL|NULL
|ABELA SERVICES DO BRASIL LT|67838458000195|NULL|rosalino@abela.com.br|11|32594111|NULL|NULL
|Galatea Casa|14028094000111|NULL|luiz@galateacasa.com.br|NULL|NULL|NULL|NULL
|NTS COMÉRCIO DE BRINDES LTDA |06147992000160|NULL|rosana@ntsbrindes.com.br|11|43654742|NULL|NULL
|Ecco Promotora de Eventos Ltda|07298808000146|NULL|deborah@eccoeventos.com.br|NULL|NULL|NULL|NULL
|Tortora Comércio e Recuperadora de Peças|43885540000102|NULL|tortorarecuperadora@gmail.com|11|22162806|NULL|NULL
|Casa Branca Lavanderia|64581820000105|NULL|teste@teste.com.br|NULL|NULL|NULL|NULL
|OMEGA POLIMEROS INJECAO DE TERMOPLASTICOS LTDA EPP|02509574000115|NULL|omegaplasticos@ig.com.br|11|27515729|NULL|NULL
|JGB RESTAURANTES, LANCHONETES E FRANQUIAS LTDA|05975977000148|NULL|walter.rodrigues@vivafruit.com.br|11|39015522|NULL|NULL
|FARMACIA NAZARE LTDA EPP|57509705000156|NULL|laisa@hscontabil.com.br|11|41250611|NULL|NULL
|lefernan|37032278000150|NULL|fernandesleandro@gmail.com|NULL|NULL|NULL|NULL
|JGB RESTAURANTES LANCHONETES E FRANQUIAS LTDA |05975977000229|NULL|wrodrigues@dicadochef.com.br|NULL|NULL|NULL|NULL
|Nei Teste ltda|86866457000107|NULL|roalepi@gmail.com|NULL|NULL|NULL|NULL
|LS MATERIAIS LTDA|74347530000147|NULL|lucineins@gmail.com|NULL|NULL|NULL|NULL
|Nei representações|39658968000145|NULL|roalepi@gmail.com|NULL|NULL|NULL|NULL
|CARLOS JORNADA SOUZA ME|13384348000171|NULL|multimarks@hotmail.com|11|28359065|NULL|NULL
|RGG Construções Ltda EPP|50603539000103|NULL|glauco@hotmail.com|NULL|NULL|NULL|NULL
|Comércio de Artigos de Iluminação LTDA|03526767000147|NULL|glauco@hotmaill.com|11|27027114|NULL|NULL
|martins|04669618000108|NULL|danfe@danfe.com.br|NULL|NULL|NULL|NULL
|LANDES COMERCIAL IMPORTADORA E EXPORTADORA LTDA|08880624000152|NULL|aline@landes1.com.br|11|36617855|NULL|NULL
|BIZA COMERCIO DE EMBALAGENS E ARTIGOS PARA FESTAS LTDA - EPP|14414432000153|NULL|trocar@email.com.br|NULL|NULL|NULL|NULL
|Malharia Angles Ltda-me|02601550000191|NULL|malhariaangles@yahoo.com.br|11|44725449|NULL|NULL
|TKS COMERCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA|07844257000179|NULL|edevardo@tksimports.com.br|11|35938340|NULL|NULL
|laura toste|19091725000160|NULL|nfe@lauratoste.com.br|NULL|NULL|NULL|NULL
|Sandra Regina Kennez Murari |13916136000198|NULL|sandra.bordadeira@gmail.com|11|27043008|NULL|NULL
|CLASSI METAIS SANITÁRIOS LTDA ME|05402068000110|NULL|classimetais@bol.com.br|11|20210340|NULL|NULL
|ROMAR INDUSTRIA E COMERCIO DE MANUFATURAS DE PLASTICO LTDA|46043758000108|NULL|info@romar.com.br|11|49916600|NULL|NULL
|CAIROFRIO COM PECAS P/ REFRIGERAÇÃO EIRELI|96190897000132|NULL|financeiro@cairofrio.com.br|11|32245555|NULL|NULL
|IGREJA EVANGELICA GERAÇÃO DE DAVI|59480426000132|NULL|prjrubens@br.inter.net|11|22050524|NULL|NULL
|Globotek Brasil|67551036000134|NULL|douglas.ferrante@gmail.com|NULL|NULL|NULL|NULL
|MEUSEL ARTIGOS DO VESTUARIO LTDA ME|11063352000102|NULL|meusel@uol.com.br|11|41231967|NULL|NULL
|ADAPTRANS VEICULOS ESPECIAIS LTDA - ME|13280244000117|NULL|ferracioli@ferracioli.com.br|11|27443000|NULL|NULL
|rococo|80341642000193|NULL|filippini@gmail.com|NULL|NULL|NULL|NULL
|Elo Contabilidade e Auditoria SS LTDA|74330523000132|NULL|elocontabil@elocontabil.com.br|NULL|NULL|NULL|NULL
|Grotta Serviços de Apoio Administrativo LTDA|05600645000189|NULL|grotta.fisco@uol.com.br|NULL|NULL|NULL|NULL
